slot_index,data_rate_gbps
394,0.577412
395,2.594324
396,1.853838
397,3.975838
398,0.020736
399,0.255746
400,0.222592
401,0.094464
402,2.382034
403,0.015552
404,1.595788
405,3.22242
406,3.415962
407,4.203938
408,1.351562
409,1.867662
410,3.415962
411,3.415962
412,2.336274
413,0.013824
414,1.079688
415,2.151516
416,3.415962
417,3.176344
418,2.336274
419,0.013824
420,2.899862
421,0.5161
422,0.061312
423,1.609612
424,1.623436
425,3.415962
426,2.078224
427,2.641812
428,3.672284
429,0.001728
430,0.835462
431,3.22242
432,6.573876
433,1.820174
434,0.013824
435,2.899862
436,3.415962
437,3.415962
438,2.89295
439,0.006912
440,0.013824
441,0.175104
442,0.156384
443,0.202432
444,2.39701
445,0.015984
446,0.563588
447,2.899862
448,3.968926
449,4.978088
450,0.061312
451,2.594324
452,2.111888
453,4.720036
454,1.337738
455,1.820174
456,0.061312
457,6.784438
458,3.415962
459,2.123984
460,0.015552
461,2.125712
462,1.304074
463,0.061312
464,0.305538
465,1.813262
466,0.278786
467,2.125712
468,3.176344
469,3.144088
470,3.1846
471,0.52474
472,0.013824
473,3.242264
474,6.268338
475,2.898134
476,0.015552
477,0.563588
478,3.415962
479,3.157912
480,2.594324
481,2.704592
482,0.170498
483,0.175104
484,45.182272
485,1.378058
486,1.046024
487,1.351562
488,3.415962
489,2.125712
490,1.80635
491,2.667616
492,1.046024
493,1.351562
494,3.157912
495,3.179416
496,2.336274
497,2.1188
498,0.278786
499,2.899862
500,6.057776
501,3.40905
502,0.264962
503,0.013824
504,3.415962
505,0.013824
506,0.061312
507,2.1188
508,2.132624
509,3.415962
510,1.867662
511,3.295002
512,1.396814
513,0.061312
514,0.013824
515,0.047488
516,0.061312
517,0.061312
518,0.013824
519,0.061312
520,0.061312
521,0.013824
522,0.047488
523,0.061312
524,0.027648
525,0.255746
526,0.222592
527,0.094464
528,0.0544
529,0.020736
530,0.047488
531,0.061312
532,0.061312
533,0.075136
534,0.061312
535,0.013824
536,0.061312
537,0.061312
538,0.061312
539,0.013824
540,0.047488
541,0.013824
542,0.061312
543,0.061312
544,0.061312
545,0.013824
546,0.061312
547,0.0
548,0.061312
549,0.061312
550,0.075136
551,0.061312
552,0.013824
553,0.047488
554,0.068224
555,0.006912
556,0.061312
557,0.061312
558,0.122624
559,0.013824
560,0.013824
561,0.061312
562,0.061312
563,0.061312
564,0.0544
565,0.006912
566,0.013824
567,0.154944
568,0.156384
569,0.202432
570,0.09472
571,0.015984
572,0.047488
573,0.013824
574,0.1088
575,0.075136
576,0.013824
577,0.061312
578,0.047488
579,0.075136
580,0.047488
581,0.013824
582,0.013824
583,0.122624
584,0.061312
585,0.0544
586,0.006912
587,0.061312
588,0.013824
589,0.061312
590,0.061312
591,0.006912
592,0.006912
593,0.061312
594,0.061312
595,0.061312
596,0.061312
597,0.013824
598,0.013824
599,0.061312
600,0.122624
601,0.0544
602,0.020736
603,0.047488
604,0.061312
605,0.061312
606,0.013824
607,0.0544
608,0.155522
609,0.175104
610,45.202432
611,0.087808
612,0.013824
613,1.093512
614,3.415962
615,2.336274
616,1.595788
617,2.667616
618,1.304074
619,1.093512
620,3.157912
621,3.179416
622,2.594324
623,1.859022
624,0.538564
625,2.641812
626,6.043952
627,3.421146
628,0.52474
629,0.013824
630,3.415962
631,0.0
632,0.061312
633,1.872846
634,2.134352
635,3.415962
636,1.867662
637,3.415962
638,2.078224
639,0.319362
640,2.852374
641,1.595788
642,2.151516
643,3.415962
644,1.838606
645,0.061312
646,3.179416
647,2.852374
648,1.595788
649,3.194776
650,1.304074
651,0.24941
652,0.222592
653,0.114624
654,2.37685
655,0.020736
656,1.337738
657,3.157912
658,3.22242
659,4.720038
660,0.835462
661,2.336274
662,3.157912
663,3.415962
664,2.641812
665,0.013824
666,0.821638
667,2.336274
668,3.183716
669,3.176344
670,2.640084
671,0.015552
672,2.641812
673,0.77415
674,0.061312
675,1.582736
676,2.372952
677,5.1941
678,3.817384
679,3.090336
680,6.153914
681,0.006912
682,0.441668
683,4.736348
684,9.819672
685,3.578148
686,0.013824
687,3.484516
688,5.00594
689,5.14706
690,5.061748
691,0.006912
692,0.013824
693,0.134784
694,0.156384
695,0.222592
696,3.137568
697,0.39634
698,0.427844
699,4.19774
700,5.502898
701,8.373068
702,0.013824
703,3.864872
704,2.329624
705,7.43495
706,2.008404
707,3.056672
708,0.013824
709,9.454996
710,5.00594
711,3.85796
712,0.006912
713,2.343448
714,2.676316
715,0.061312
716,0.061312
717,2.777436
718,0.800712
719,2.343448
720,4.746832
721,4.735344
722,4.73568
723,1.597968
724,0.013824
725,4.474278
726,8.886482
727,4.999028
728,0.020736
729,0.047488
730,5.00594
731,5.209774
732,3.437028
733,4.713756
734,0.020736
735,0.28973
736,0.222592
737,46.228876
738,2.29596
739,1.24942
740,5.20978
741,3.974184
742,2.329624
743,3.56959
744,2.39004
745,1.24942
746,4.782384
747,4.68864
748,3.974184
749,2.72566
750,1.168716
751,3.625636
752,9.013778
753,5.20978
754,1.201932
755,0.013824
756,5.005934
757,0.0
758,0.061312
759,2.437528
760,3.165024
761,5.00594
762,2.723804
763,5.00594
764,3.578148
765,0.061312
766,4.19774
767,2.329624
768,3.142194
769,5.00594
770,3.08384
771,0.013824
772,4.846746
773,4.245228
774,2.392344
775,4.474282
776,2.390036
777,0.22925
778,0.222592
779,0.134784
780,3.097248
781,0.401092
782,1.631632
783,4.813744
784,4.865708
785,7.301888
786,0.822024
787,3.437028
788,4.798064
789,5.20978
790,3.730522
791,0.015552
792,0.461446
793,1.117712
794,4.559636
795,3.450524
796,2.89295
797,0.020736
798,2.383762
799,1.0322
800,0.061312
801,0.835462
802,1.623436
803,3.415962
804,2.594324
805,2.111888
806,4.455074
807,0.006912
808,0.061312
809,3.22242
810,6.784438
811,2.383762
812,0.013824
813,2.125712
814,3.415962
815,3.415962
816,3.40905
817,0.264962
818,0.013824
819,0.114624
820,0.175104
821,0.203872
822,1.919502
823,0.519988
824,0.061312
825,2.852374
826,3.758364
827,2.053592
828,0.015552
829,0.061312
830,0.047488
831,0.061312
832,0.061312
833,0.012096
834,0.015552
835,0.122624
836,0.061312
837,0.0544
838,0.006912
839,0.061312
840,0.013824
841,0.061312
842,0.061312
843,0.005184
844,0.00864
845,0.061312
846,0.061312
847,0.061312
848,0.061312
849,0.013824
850,0.013824
851,0.061312
852,0.061312
853,0.115712
854,0.020736
855,0.0
856,0.061312
857,0.1088
858,0.013824
859,0.0544
860,0.020736
861,0.255746
862,0.222592
863,45.121792
864,0.013824
865,0.061312
866,0.061312
867,0.013824
868,0.047488
869,0.061312
870,0.013824
871,0.061312
872,0.061312
873,0.061312
874,0.013824
875,0.047488
876,0.013824
877,0.075136
878,0.1088
879,0.061312
880,0.013824
881,0.013824
882,0.061312
883,0.0
884,0.061312
885,0.061312
886,0.075136
887,0.061312
888,0.013824
889,0.061312
890,0.061312
891,0.013824
892,0.061312
893,0.047488
894,0.013824
895,0.061312
896,0.061312
897,0.013824
898,0.061312
899,0.061312
900,0.047488
901,0.061312
902,0.013824
903,0.20909
904,0.222592
905,0.154944
906,0.052672
907,0.022464
908,0.047488
909,0.061312
910,0.061312
911,0.075136
912,0.061312
913,0.013824
914,0.061312
915,0.061312
916,0.0544
917,0.020736
918,0.047488
919,0.013824
920,0.061312
921,0.061312
922,0.0544
923,0.020736
924,0.061312
925,0.0
926,0.013824
927,0.1088
928,0.027648
929,0.061312
930,0.061312
931,0.047488
932,0.068224
933,0.006912
934,0.013824
935,0.061312
936,0.122624
937,0.061312
938,0.013824
939,0.047488
940,0.061312
941,0.061312
942,0.066496
943,0.00864
944,0.013824
945,0.08064
946,0.175104
947,0.203872
948,0.141952
949,0.009072
950,0.061312
951,0.013824
952,0.061312
953,0.115712
954,0.020736
955,0.061312
956,0.047488
957,0.061312
958,0.061312
959,0.006912
960,0.020736
961,0.122624
962,0.061312
963,0.0544
964,0.006912
965,0.061312
966,0.013824
967,0.061312
968,0.013824
969,0.047488
970,0.013824
971,0.061312
972,0.061312
973,0.061312
974,0.061312
975,0.013824
976,0.0
977,0.075136
978,0.061312
979,0.113984
980,0.00864
981,0.013824
982,0.061312
983,0.061312
984,0.047488
985,0.066496
986,0.00864
987,0.26957
988,0.222592
989,45.121792
990,0.013824
991,0.061312
992,0.061312
993,0.013824
994,0.047488
995,0.061312
996,0.013824
997,0.061312
998,0.061312
999,0.061312
1000,0.013824
1001,0.047488
1002,0.013824
1003,0.061312
1004,0.122624
1005,0.061312
1006,0.012096
1007,0.015552
1008,0.061312
1009,0.0
1010,0.061312
1011,0.061312
1012,0.075136
1013,0.061312
1014,0.013824
1015,0.061312
1016,0.061312
1017,0.013824
1018,0.061312
1019,0.047488
1020,0.013824
1021,0.061312
1022,0.061312
1023,0.013824
1024,0.061312
1025,0.061312
1026,0.047488
1027,0.061312
1028,0.013824
1029,0.18893
1030,0.222592
1031,0.175104
1032,0.047488
1033,0.027648
1034,0.047488
1035,0.061312
1036,0.061312
1037,0.075136
1038,0.061312
1039,0.013824
1040,0.061312
1041,0.061312
1042,0.0544
1043,0.020736
1044,0.047488
1045,0.013824
1046,0.061312
1047,0.061312
1048,0.0544
1049,0.020736
1050,0.061312
1051,0.0
1052,0.013824
1053,0.1088
1054,0.027648
1055,0.061312
1056,0.061312
1057,0.047488
1058,0.061312
1059,0.013824
1060,0.013824
1061,0.061312
1062,0.122624
1063,0.059584
1064,0.015552
1065,0.047488
1066,0.061312
1067,0.061312
1068,0.061312
1069,0.013824
1070,0.0
1071,0.094464
1072,0.175104
1073,0.203872
1074,0.141952
1075,0.009072
1076,0.061312
1077,0.013824
1078,0.061312
1079,0.115712
1080,0.020736
1081,0.061312
1082,0.047488
1083,0.061312
1084,0.061312
1085,0.006912
1086,0.020736
1087,0.061312
1088,0.122624
1089,0.0544
1090,0.006912
1091,0.061312
1092,0.013824
1093,0.061312
1094,0.013824
1095,0.047488
1096,0.013824
1097,0.061312
1098,0.061312
1099,0.061312
1100,0.061312
1101,0.013824
1102,0.0
1103,0.075136
1104,0.061312
1105,0.1088
1106,0.013824
1107,0.013824
1108,0.061312
1109,0.061312
1110,0.047488
1111,0.061312
1112,0.013824
1113,0.26957
1114,0.222592
1115,45.121792
1116,0.013824
1117,0.061312
1118,0.061312
1119,0.013824
1120,0.047488
1121,0.061312
1122,0.013824
1123,0.061312
1124,0.013824
1125,0.061312
1126,0.061312
1127,0.047488
1128,0.013824
1129,0.061312
1130,0.122624
1131,0.061312
1132,0.012096
1133,0.015552
1134,0.061312
1135,0.0
1136,0.061312
1137,0.061312
1138,0.075136
1139,0.061312
1140,0.013824
1141,0.061312
1142,0.059584
1143,0.015552
1144,0.061312
1145,0.047488
1146,0.013824
1147,0.061312
1148,0.059584
1149,0.015552
1150,0.061312
1151,0.061312
1152,0.047488
1153,0.061312
1154,0.013824
1155,0.18893
1156,0.222592
1157,0.154944
1158,0.067648
1159,0.027648
1160,0.047488
1161,0.061312
1162,0.061312
1163,0.075136
1164,0.013824
1165,0.061312
1166,0.061312
1167,0.061312
1168,0.0544
1169,0.020736
1170,0.047488
1171,0.013824
1172,0.061312
1173,0.061312
1174,0.0544
1175,0.006912
1176,0.061312
1177,0.013824
1178,0.013824
1179,0.1088
1180,0.027648
1181,0.061312
1182,0.061312
1183,0.047488
1184,0.061312
1185,0.013824
1186,0.013824
1187,0.061312
1188,0.122624
1189,0.0544
1190,0.020736
1191,0.047488
1192,0.061312
1193,0.061312
1194,0.061312
1195,0.013824
1196,0.0
1197,0.094464
1198,0.175104
1199,0.203872
1200,0.141952
1201,0.009072
1202,0.013824
1203,0.061312
1204,0.061312
1205,0.061312
1206,0.075136
1207,0.061312
1208,0.0
1209,0.061312
1210,0.1088
1211,0.006912
1212,0.020736
1213,0.061312
1214,0.1088
1215,0.066496
1216,0.00864
1217,0.061312
1218,0.013824
1219,0.061312
1220,0.013824
1221,0.047488
1222,0.013824
1223,0.061312
1224,0.061312
1225,0.061312
1226,0.061312
1227,0.013824
1228,0.0
1229,0.061312
1230,0.075136
1231,0.1088
1232,0.013824
1233,0.013824
1234,0.061312
1235,0.061312
1236,0.047488
1237,0.061312
1238,0.013824
1239,0.24941
1240,0.222592
1241,45.094464
1242,0.061312
1243,0.013824
1244,3.415962
1245,2.899862
1246,1.595788
1247,2.104028
1248,2.383762
1249,0.013824
1250,3.157912
1251,3.179416
1252,2.899862
1253,1.595788
1254,1.562124
1255,1.351562
1256,6.057776
1257,3.415962
1258,1.818446
1259,0.001728
1260,2.913686
1261,0.5161
1262,0.061312
1263,0.577412
1264,2.139536
1265,3.415962
1266,2.594324
1267,2.899862
1268,3.151
1269,0.020736
1270,2.383762
1271,1.595788
1272,2.078224
1273,3.183716
1274,2.911382
1275,0.020736
1276,2.383762
1277,3.179416
1278,1.595788
1279,2.852374
1280,2.162576
1281,0.18893
1282,0.175104
1283,0.202432
1284,1.099848
1285,1.317898
1286,0.563588
1287,2.852374
1288,3.22242
1289,5.799726
1290,0.013824
1291,2.383762
1292,2.627988
1293,3.415962
1294,3.421146
1295,0.52474
1296,0.319362
1297,1.820174
1298,2.911842
1299,3.415962
1300,3.181528
1301,0.52474
1302,1.609612
1303,1.820174
1304,0.013824
1305,0.061312
1306,2.397586
1307,2.641812
1308,3.157912
1309,1.337738
1310,3.415962
1311,2.078224
1312,0.013824
1313,2.44827
1314,6.573876
1315,3.40905
1316,0.020736
1317,1.076104
1318,3.404314
1319,4.440098
1320,6.770612
1321,2.594324
1322,0.0
1323,0.074304
1324,0.175104
1325,0.203872
1326,0.933574
1327,1.551996
1328,0.013824
1329,1.847566
1330,3.969182
1331,3.404314
1332,3.147162
1333,1.86139
1334,1.556748
1335,6.233008
1336,7.261624
1337,3.665372
1338,1.04084
1339,3.674012
1340,13.025126
1341,6.770612
1342,1.046024
1343,0.577412
1344,6.207024
1345,0.061312
1346,0.013824
1347,2.627988
1348,2.078224
1349,0.57562
1350,6.269744
1351,6.233008
1352,6.275866
1353,4.656996
1354,0.001728
1355,1.677706
1356,8.29024
1357,11.958878
1358,2.594324
1359,0.013824
1360,4.706212
1361,8.318914
1362,3.144088
1363,6.254512
1364,2.207242
1365,0.22925
1366,0.222592
1367,45.114624
1368,4.706212
1369,0.013824
1370,6.254512
1371,5.738412
1372,3.144088
1373,4.658724
1374,4.75782
1375,0.013824
1376,5.738412
1377,6.29752
1378,5.738412
1379,3.660188
1380,3.110424
1381,2.125712
1382,11.992926
1383,6.664884
1384,3.295072
1385,0.001728
1386,5.236138
1387,1.5483
1388,0.061312
1389,0.577412
1390,4.203936
1391,6.770612
1392,5.174824
1393,5.738412
1394,6.7637
1395,0.020736
1396,4.706212
1397,3.144088
1398,3.626524
1399,6.30612
1400,2.1188
1401,0.020736
1402,0.061312
1403,0.061312
1404,0.047488
1405,0.013824
1406,0.061312
1407,0.18893
1408,0.175104
1409,0.182272
1410,0.087808
1411,0.013824
1412,0.061312
1413,0.013824
1414,0.061312
1415,0.120896
1416,0.015552
1417,0.061312
1418,0.047488
1419,0.061312
1420,0.061312
1421,0.013824
1422,0.061312
1423,0.0
1424,0.061312
1425,0.061312
1426,0.061312
1427,0.013824
1428,0.061312
1429,0.013824
1430,0.013824
1431,0.061312
1432,0.075136
1433,0.061312
1434,0.061312
1435,0.047488
1436,0.061312
1437,0.013824
1438,0.013824
1439,0.061312
1440,0.061312
1441,0.115712
1442,0.020736
1443,0.047488
1444,0.061312
1445,0.061312
1446,0.061312
1447,0.013824
1448,0.0
1449,0.054144
1450,0.175104
1451,0.203872
1452,0.182272
1453,0.009072
1454,0.013824
1455,0.047488
1456,0.075136
1457,0.061312
1458,0.061312
1459,0.061312
1460,0.013824
1461,0.061312
1462,0.061312
1463,0.047488
1464,0.013824
1465,0.061312
1466,0.122624
1467,0.061312
1468,0.013824
1469,0.061312
1470,0.013824
1471,0.061312
1472,0.013824
1473,0.047488
1474,0.013824
1475,0.061312
1476,0.061312
1477,0.013824
1478,0.061312
1479,0.059584
1480,0.001728
1481,0.061312
1482,0.061312
1483,0.122624
1484,0.013824
1485,0.013824
1486,0.061312
1487,0.061312
1488,0.047488
1489,0.061312
1490,0.013824
1491,0.20909
1492,0.222592
1493,45.134784
1494,0.059584
1495,0.015552
1496,0.061312
1497,0.061312
1498,0.047488
1499,0.013824
1500,0.059584
1501,0.015552
1502,0.061312
1503,0.061312
1504,0.061312
1505,0.047488
1506,0.013824
1507,0.061312
1508,0.122624
1509,0.061312
1510,0.006912
1511,0.006912
1512,0.075136
1513,0.0
1514,0.061312
1515,0.061312
1516,0.027648
1517,0.061312
1518,0.061312
1519,0.061312
1520,0.0544
1521,0.020736
1522,0.061312
1523,0.047488
1524,0.013824
1525,0.061312
1526,0.0544
1527,0.020736
1528,0.047488
1529,0.061312
1530,0.061312
1531,0.013824
1532,0.061312
1533,0.18893
1534,0.175104
1535,0.182272
1536,0.087808
1537,0.013824
1538,0.061312
1539,0.013824
1540,0.061312
1541,0.115712
1542,0.020736
1543,0.061312
1544,0.047488
1545,0.061312
1546,0.061312
1547,0.013824
1548,0.061312
1549,0.0
1550,0.061312
1551,0.061312
1552,0.061312
1553,0.013824
1554,1.093512
1555,2.336274
1556,0.013824
1557,0.061312
1558,2.383762
1559,2.139536
1560,3.415962
1561,1.29025
1562,3.415962
1563,2.383762
1564,0.013824
1565,1.93217
1566,3.415962
1567,6.565236
1568,0.52474
1569,0.577412
1570,3.415962
1571,3.415962
1572,3.415962
1573,1.820174
1574,0.0
1575,0.033984
1576,0.175104
1577,0.203872
1578,0.459586
1579,2.066304
1580,0.013824
1581,1.333258
1582,3.183896
1583,4.1896
1584,1.347082
1585,1.347082
1586,1.813902
1587,2.890006
1588,3.929374
1589,1.595788
1590,1.046024
1591,1.351562
1592,6.573876
1593,3.415962
1594,1.046024
1595,0.013824
1596,3.415962
1597,0.013824
1598,0.061312
1599,1.079688
1600,1.304074
1601,0.013824
1602,3.176344
1603,3.157912
1604,3.179416
1605,2.6349
1606,0.006912
1607,0.356226
1608,4.190112
1609,6.057776
1610,1.820174
1611,0.013824
1612,1.853838
1613,4.461986
1614,1.337738
1615,3.157912
1616,1.626632
1617,0.18893
1618,0.222592
1619,45.154944
1620,2.37685
1621,0.020736
1622,2.641812
1623,3.157912
1624,1.595788
1625,2.078224
1626,2.918754
1627,0.020736
1628,2.383762
1629,3.415962
1630,3.179416
1631,1.595788
1632,1.820174
1633,0.577412
1634,6.268338
1635,3.415962
1636,1.554322
1637,0.006912
1638,0.075136
1639,0.0
1640,0.013824
1641,0.061312
1642,0.075136
1643,0.061312
1644,0.061312
1645,0.047488
1646,0.066496
1647,0.00864
1648,1.227918
1649,1.06126
1650,0.013824
1651,0.047488
1652,0.066496
1653,0.00864
1654,0.061312
1655,0.061312
1656,0.061312
1657,0.013824
1658,0.061312
1659,0.16877
1660,0.175104
1661,0.202432
1662,0.087808
1663,0.013824
1664,0.061312
1665,0.013824
1666,0.061312
1667,0.115712
1668,0.020736
1669,0.061312
1670,0.047488
1671,0.061312
1672,0.061312
1673,0.013824
1674,0.013824
1675,0.047488
1676,0.061312
1677,0.061312
1678,0.061312
1679,0.013824
1680,0.061312
1681,0.013824
1682,0.0
1683,0.075136
1684,0.0544
1685,0.068224
1686,0.061312
1687,0.013824
1688,0.061312
1689,0.061312
1690,0.0
1691,0.061312
1692,0.061312
1693,0.122624
1694,0.013824
1695,0.061312
1696,0.061312
1697,0.061312
1698,0.061312
1699,0.013824
1700,0.0
1701,0.013824
1702,0.175104
1703,0.203872
1704,0.222592
1705,0.009072
1706,0.013824
1707,0.047488
1708,0.061312
1709,0.061312
1710,0.075136
1711,0.061312
1712,0.013824
1713,0.061312
1714,0.061312
1715,0.047488
1716,0.013824
1717,0.061312
1718,0.122624
1719,0.061312
1720,0.013824
1721,0.013824
1722,0.061312
1723,0.013824
1724,0.061312
1725,0.047488
1726,0.013824
1727,0.013824
1728,0.061312
1729,0.061312
1730,0.061312
1731,0.0544
1732,0.006912
1733,0.061312
1734,0.061312
1735,0.122624
1736,0.013824
1737,0.013824
1738,0.047488
1739,0.075136
1740,0.047488
1741,0.061312
1742,0.013824
1743,0.18893
1744,0.222592
1745,45.154944
1746,0.0544
1747,0.020736
1748,0.061312
1749,0.061312
1750,0.047488
1751,0.013824
1752,0.0544
1753,0.020736
1754,0.061312
1755,0.061312
1756,0.061312
1757,0.047488
1758,0.013824
1759,0.061312
1760,0.075136
1761,0.061312
1762,0.0544
1763,0.006912
1764,0.075136
1765,0.0
1766,0.013824
1767,0.061312
1768,0.075136
1769,0.061312
1770,0.061312
1771,0.047488
1772,0.061312
1773,0.013824
1774,0.061312
1775,0.061312
1776,0.0
1777,0.061312
1778,0.061312
1779,0.013824
1780,0.061312
1781,0.061312
1782,0.061312
1783,0.013824
1784,0.061312
1785,0.14861
1786,0.175104
1787,0.222592
1788,0.087808
1789,0.013824
1790,0.061312
1791,0.013824
1792,0.061312
1793,0.061312
1794,0.075136
1795,0.061312
1796,0.047488
1797,0.061312
1798,0.061312
1799,0.013824
1800,0.013824
1801,0.047488
1802,0.061312
1803,0.061312
1804,0.061312
1805,0.013824
1806,0.061312
1807,0.013824
1808,0.0
1809,0.075136
1810,0.0544
1811,0.068224
1812,0.061312
1813,0.013824
1814,0.061312
1815,0.061312
1816,0.0
1817,0.061312
1818,0.061312
1819,0.122624
1820,0.013824
1821,0.061312
1822,0.061312
1823,0.061312
1824,0.061312
1825,0.012096
1826,0.001728
1827,0.013824
1828,0.175104
1829,0.203872
1830,0.175104
1831,0.05656
1832,0.013824
1833,0.047488
1834,0.061312
1835,0.061312
1836,0.075136
1837,0.061312
1838,0.013824
1839,0.061312
1840,0.061312
1841,0.047488
1842,0.013824
1843,0.061312
1844,0.122624
1845,0.061312
1846,0.013824
1847,0.013824
1848,0.061312
1849,0.013824
1850,0.061312
1851,0.047488
1852,0.013824
1853,0.013824
1854,0.061312
1855,0.061312
1856,0.061312
1857,0.0544
1858,0.006912
1859,0.061312
1860,0.061312
1861,0.122624
1862,0.013824
1863,0.013824
1864,0.047488
1865,0.075136
1866,0.047488
1867,0.061312
1868,0.013824
1869,0.18893
1870,0.175104
1871,45.202432
1872,0.0544
1873,0.020736
1874,0.061312
1875,0.061312
